Execution Date,Network Code,Subnetwork,Region,Area,People,Water heating,General heating,Usage kWh,Retailer,Plan Name,Tariffs and discounts,Plan attributes,Estimated yearly cost,Prices last changed,Result URL
21/07/2026,LINE,NULL,Central North Island,King Country (High Density),5+ people,Electric continuous hot water,Night store heater,"12,760",Contact Energy,Good Weekends Uncontrolled Standard Plan,Daily charge: $3.5247 | Free:Weekends 9am - 5pm: $0.0000 | Charged:Weekdays & 5pm-9am Weekends Uncontrolled: $0.3657 | Assumed percentage of power free: 15% | Electricity Authority Levy: $0.0022 | ,No fixed term contract | Smart meter required | Free power,"$5,281",April 2026 ,https://www.powerswitch.org.nz/results?p=BkYaBjwBke
21/07/2026,LINE,NULL,Central North Island,King Country (High Density),5+ people,Electric continuous hot water,Night store heater,"12,760",Mercury,Everyday Open Term Standard Anytime,Daily charge: $3.1625 | Anytime (Uncontrolled): $0.3273 | ,No fixed term contract,"$5,331",January 2026 ,https://www.powerswitch.org.nz/results?p=BkYaBjwBke
21/07/2026,LINE,NULL,Central North Island,King Country (High Density),5+ people,Electric continuous hot water,Night store heater,"12,760",Contact Energy,Good Nights Controlled Standard Plan,Daily charge: $3.2580 | Free: 9pm - Midnight: $0.0000 | Charged Outside of the Free Hours Controlled: $0.3956 | Assumed percentage of power free: 18% | Electricity Authority Levy: $0.0022 | ,"No fixed term contract | Smart meter required | Free power | Time-of-Use (eg, off-peak)","$5,356",April 2026 ,https://www.powerswitch.org.nz/results?p=BkYaBjwBke
21/07/2026,LINE,NULL,Central North Island,King Country (High Density),5+ people,Electric continuous hot water,Night store heater,"12,760",Genesis Energy,PowerHome Uncontrolled (Standard user),Daily Fixed Charge: $2.5743 | Uncontrolled: $0.3567 | ,No fixed term contract,"$5,491",January 2026 ,https://www.powerswitch.org.nz/results?p=BkYaBjwBke
21/07/2026,LINE,NULL,Central North Island,King Country (High Density),5+ people,Electric continuous hot water,Night store heater,"12,760",Electric Kiwi,MoveMaster Anytime Residential (Standard User),Anytime Plan Fixed Charge: $1.4800 | Anytime Peak: $0.6920 | Anytime Shoulder: $0.4152 | Anytime Night: $0.3460 | Assumed percentage of power free: 9.2% | ,"No fixed term contract | Smart meter required | Free power | Time-of-Use (eg, off-peak)","$5,614",July 2025 ,https://www.powerswitch.org.nz/results?p=BkYaBjwBke
21/07/2026,LINE,NULL,Central North Island,King Country (High Density),5+ people,Electric continuous hot water,Night store heater,"12,760",Contact Energy,Good Nights Uncontrolled Standard Plan,Daily charge: $3.2580 | Free: 9pm - Midnight: $0.0000 | Charged Outside of the Free Hours Uncontrolled: $0.4243 | Assumed percentage of power free: 18% | Electricity Authority Levy: $0.0022 | ,"No fixed term contract | Smart meter required | Free power | Time-of-Use (eg, off-peak)","$5,657",April 2026 ,https://www.powerswitch.org.nz/results?p=BkYaBjwBke
21/07/2026,LINE,NULL,Central North Island,King Country (High Density),5+ people,Electric continuous hot water,Night store heater,"12,760",Pulse Energy,Price Promise Plan Standard user Uncontrolled,Daily charge: $3.4730 | Uncontrolled: $0.3458 | ,No fixed term contract | Price change pending,"$5,680",April 2025 ,https://www.powerswitch.org.nz/results?p=BkYaBjwBke
21/07/2026,LINE,NULL,Central North Island,King Country (High Density),5+ people,Electric continuous hot water,Night store heater,"12,760",Contact Energy,Basic Anytime,Daily charge: $3.0601 | Anytime (Uncontrolled): $0.3760 | ,No fixed term contract,"$5,943",April 2026 ,https://www.powerswitch.org.nz/results?p=BkYaBjwBke
21/07/2026,LINE,NULL,Central North Island,King Country (High Density),5+ people,Electric continuous hot water,Night store heater,"12,760",Contact Energy,Broadband Bundle Anytime,Daily charge: $3.0601 | Anytime (Uncontrolled): $0.3760 | ,No fixed term contract | Price change pending | Bundle required,"$5,943*",April 2026 ,https://www.powerswitch.org.nz/results?p=BkYaBjwBke
21/07/2026,LINE,NULL,Central North Island,King Country (High Density),5+ people,Electric continuous hot water,Night store heater,"12,760",Electric Kiwi,Everyday Anytime Residential (Standard User),Anytime Fixed Charge ($/day): $1.7200 | Anytime variable charge peak ($/kWh): $0.4949 | Free Hour usage: $0.0000 | Anytime variable charge off-peak ($/kWh): $0.4949 | Assumed percentage of power free: 9.2% | ,No fixed term contract | Smart meter required | Free power,"$6,247",July 2025 ,https://www.powerswitch.org.nz/results?p=BkYaBjwBke
21/07/2026,LINE,NULL,Central North Island,King Country (Low Density),1-2 people,Electric hot water cylinder,Heat pump,"5,765",Pulse Energy,Price Promise Plan Low user Uncontrolled,Daily charge: $1.6445 | Uncontrolled: $0.3694 | ,No fixed term contract | Price change pending,"$2,730",April 2025 ,https://www.powerswitch.org.nz/results?p=woZaAgGPkB
21/07/2026,LINE,NULL,Central North Island,King Country (Low Density),1-2 people,Electric hot water cylinder,Heat pump,"5,765",Octopus Energy,OctopusFlexi Low User TOU plan,Daily charge: $1.7250 | Peak: $0.4624 | Off-peak: $0.3819 | Night: $0.2313 | ,"No fixed term contract | Smart meter required | Time-of-Use (eg, off-peak)","$2,767",June 2026 ,https://www.powerswitch.org.nz/results?p=woZaAgGPkB
21/07/2026,LINE,NULL,Central North Island,King Country (Low Density),1-2 people,Electric hot water cylinder,Heat pump,"5,765",Electric Kiwi,Sunday Saver Anytime with Controlled Residential (Low User),Anytime with controlled Fixed Charge ($/day): $2.0700 | Anytime with controlled variable charge Peak ($/kWh): $0.5655 | Free Sunday and Hour of Power usage: $0.0000 | Anytime with controlled variable charge Off Peak ($/kWh): $0.5088 | Assumed percentage of power free: 27% | ,"No fixed term contract | Smart meter required | Free power | Bundle required | Time-of-Use (eg, off-peak)","$2,924*",June 2026 ,https://www.powerswitch.org.nz/results?p=woZaAgGPkB
21/07/2026,LINE,NULL,Central North Island,King Country (Low Density),1-2 people,Electric hot water cylinder,Heat pump,"5,765",Powershop,Low User Controlled plan with $150 credit over 12 months,not applicable,"No fixed term contract | Time-of-Use (eg, off-peak)","$3,050",April 2026 ,https://www.powerswitch.org.nz/results?p=woZaAgGPkB
21/07/2026,LINE,NULL,Central North Island,King Country (Low Density),1-2 people,Electric hot water cylinder,Heat pump,"5,765",Electric Kiwi,MoveMaster Anytime with controlled Residential (Low User),Plan Fixed Charge: $1.1500 | Anytime with Controlled Peak: $0.7644 | Anytime with Controlled Shoulder: $0.4586 | Anytime with Controlled Night: $0.3822 | Assumed percentage of power free: 9.2% | ,"No fixed term contract | Smart meter required | Free power | Time-of-Use (eg, off-peak)","$3,133",July 2025 ,https://www.powerswitch.org.nz/results?p=woZaAgGPkB
21/07/2026,LINE,NULL,Central North Island,King Country (Low Density),1-2 people,Electric hot water cylinder,Heat pump,"5,765",Meridian Energy,Low User Freedom Peak - Shoulder - Off Peak (Controlled),Daily (Controlled): $2.0700 | Peak (Controlled): $0.4702 | Shoulder (Controlled): $0.4478 | Off Peak (Controlled): $0.3087 | ,"No fixed term contract | Time-of-Use (eg, off-peak)","$3,169",March 2026 ,https://www.powerswitch.org.nz/results?p=woZaAgGPkB
21/07/2026,LINE,NULL,Central North Island,King Country (Low Density),1-2 people,Electric hot water cylinder,Heat pump,"5,765",Meridian Energy,Low user Freedom Plan Anytime with NightBoost,Daily (Controlled): $2.0700 | Anytime (Controlled): $0.4200 | NightBoost: $0.4200 | ,No fixed term contract,"$3,177",March 2026 ,https://www.powerswitch.org.nz/results?p=woZaAgGPkB
21/07/2026,LINE,NULL,Central North Island,King Country (Low Density),1-2 people,Electric hot water cylinder,Heat pump,"5,765",Genesis Energy,Time Varied Plan - Low User,Daily Charge - cents/day: $1.6732 | Day - cents/kWh: $0.5109 | Night - cents/kWh: $0.3406 | ,"No fixed term contract | Smart meter required | Time-of-Use (eg, off-peak)","$3,218",June 2026 ,https://www.powerswitch.org.nz/results?p=woZaAgGPkB
21/07/2026,LINE,NULL,Central North Island,King Country (Low Density),1-2 people,Electric hot water cylinder,Heat pump,"5,765",Mercury,Everyday Open Term Low User - Anytime with Night Boost Meter,Anytime (Controlled): $0.4575 | Night Boost Meter: $0.4390 | ,No fixed term contract,"$3,228",January 2026 ,https://www.powerswitch.org.nz/results?p=woZaAgGPkB
21/07/2026,LINE,NULL,Central North Island,King Country (Low Density),1-2 people,Electric hot water cylinder,Heat pump,"5,765",Electric Kiwi,Everyday Anytime with Controlled Residential (Low User),Anytime with controlled Fixed Charge ($/day): $1.7200 | Anytime with controlled variable charge peak ($/kWh): $0.5084 | Free Hour usage: $0.0000 | Anytime with controlled variable charge off-peak ($/kWh): $0.5084 | Assumed percentage of power free: 9.2% | ,No fixed term contract | Smart meter required | Free power,"$3,236",July 2025 ,https://www.powerswitch.org.nz/results?p=woZaAgGPkB
21/07/2026,LINE,NULL,Central North Island,King Country (Low Density),1-2 people,Electric hot water cylinder,Heat pump,"5,765",Genesis Energy,PowerHome Uncontrolled with Controlled (Low user),Daily Fixed Charge: $1.6732 | Uncontrolled: $0.4577 | Controlled: $0.4533 | ,No fixed term contract,"$3,240",January 2026 ,https://www.powerswitch.org.nz/results?p=woZaAgGPkB
21/07/2026,LINE,NULL,Central North Island,King Country (Low Density),1-2 people,Electric hot water cylinder,Heat pump,"5,765",Mercury,Flex Low Use Controlled,Daily (c/day): $1.7250 | Peak (c/kWh): $0.5199 | Off Peak (c/kWh): $0.4069 | ,"No fixed term contract | Smart meter required | Time-of-Use (eg, off-peak)","$3,241",June 2023 ,https://www.powerswitch.org.nz/results?p=woZaAgGPkB
21/07/2026,LINE,NULL,Central North Island,King Country (Low Density),1-2 people,Electric hot water cylinder,Heat pump,"5,765",Mercury,Everyday Open Term Low User Anytime with Controlled,Anytime (Controlled): $0.4575 | Controlled: $0.4575 | ,No fixed term contract,"$3,267",January 2026 ,https://www.powerswitch.org.nz/results?p=woZaAgGPkB
21/07/2026,LINE,NULL,Central North Island,King Country (Low Density),1-2 people,Electric hot water cylinder,Heat pump,"5,765",Contact Energy,Good Nights Controlled Low User Plan,Daily charge: $2.0700 | Free: 9pm - Midnight: $0.0000 | Charged Outside of the Free Hours Controlled: $0.5416 | Assumed percentage of power free: 18% | ,"No fixed term contract | Smart meter required | Free power | Time-of-Use (eg, off-peak)","$3,329",April 2026 ,https://www.powerswitch.org.nz/results?p=woZaAgGPkB
21/07/2026,LINE,NULL,Central North Island,King Country (Low Density),1-2 people,Electric hot water cylinder,Heat pump,"5,765",Contact Energy,Good Weekends Controlled Low User Plan,Daily charge: $2.0700 | Free:Weekends 9am - 5pm: $0.0000 | Charged:Weekdays & 5pm-9am Weekends Controlled: $0.5244 | Assumed percentage of power free: 15% | ,No fixed term contract | Smart meter required | Free power,"$3,338",April 2026 ,https://www.powerswitch.org.nz/results?p=woZaAgGPkB
21/07/2026,LINE,NULL,Central North Island,King Country (Low Density),1-2 people,Electric hot water cylinder,Night store heater,"6,233",Octopus Energy,OctopusFlexi Low User TOU plan,Daily charge: $1.7250 | Peak: $0.4624 | Off-peak: $0.3819 | Night: $0.2313 | ,"No fixed term contract | Smart meter required | Time-of-Use (eg, off-peak)","$2,701",June 2026 ,https://www.powerswitch.org.nz/results?p=vEMqyrYrEj
21/07/2026,LINE,NULL,Central North Island,King Country (Low Density),1-2 people,Electric hot water cylinder,Night store heater,"6,233",Genesis Energy,PowerHome Uncontrolled with Night Only (Low user),Daily Fixed Charge: $1.6732 | Uncontrolled: $0.4577 | Night Only: $0.3343 | ,No fixed term contract,"$2,997",January 2026 ,https://www.powerswitch.org.nz/results?p=vEMqyrYrEj
21/07/2026,LINE,NULL,Central North Island,King Country (Low Density),1-2 people,Electric hot water cylinder,Night store heater,"6,233",Electric Kiwi,Sunday Saver Anytime with Controlled Residential (Low User),Anytime with controlled Fixed Charge ($/day): $2.0700 | Anytime with controlled variable charge Peak ($/kWh): $0.5655 | Free Sunday and Hour of Power usage: $0.0000 | Anytime with controlled variable charge Off Peak ($/kWh): $0.5088 | Assumed percentage of power free: 27% | ,"No fixed term contract | Smart meter required | Free power | Bundle required | Time-of-Use (eg, off-peak)","$3,081*",June 2026 ,https://www.powerswitch.org.nz/results?p=vEMqyrYrEj
21/07/2026,LINE,NULL,Central North Island,King Country (Low Density),1-2 people,Electric hot water cylinder,Night store heater,"6,233",Powershop,Low User Controlled plan with $150 credit over 12 months,not applicable,"No fixed term contract | Time-of-Use (eg, off-peak)","$3,097",April 2026 ,https://www.powerswitch.org.nz/results?p=vEMqyrYrEj
21/07/2026,LINE,NULL,Central North Island,King Country (Low Density),1-2 people,Electric hot water cylinder,Night store heater,"6,233",Electric Kiwi,MoveMaster Anytime with controlled Residential (Low User),Plan Fixed Charge: $1.1500 | Anytime with Controlled Peak: $0.7644 | Anytime with Controlled Shoulder: $0.4586 | Anytime with Controlled Night: $0.3822 | Assumed percentage of power free: 9.2% | ,"No fixed term contract | Smart meter required | Free power | Time-of-Use (eg, off-peak)","$3,136",July 2025 ,https://www.powerswitch.org.nz/results?p=vEMqyrYrEj
21/07/2026,LINE,NULL,Central North Island,King Country (Low Density),1-2 people,Electric hot water cylinder,Night store heater,"6,233",Meridian Energy,Low User Freedom Peak - Shoulder - Off Peak (Controlled),Daily (Controlled): $2.0700 | Peak (Controlled): $0.4702 | Shoulder (Controlled): $0.4478 | Off Peak (Controlled): $0.3087 | ,"No fixed term contract | Time-of-Use (eg, off-peak)","$3,172",March 2026 ,https://www.powerswitch.org.nz/results?p=vEMqyrYrEj
21/07/2026,LINE,NULL,Central North Island,King Country (Low Density),1-2 people,Electric hot water cylinder,Night store heater,"6,233",Mercury,Everyday Open Term Low User Anytime with Night Meter,Anytime (Controlled): $0.4575 | Night Meter: $0.3778 | ,No fixed term contract,"$3,180",January 2026 ,https://www.powerswitch.org.nz/results?p=vEMqyrYrEj
